Id,Name,Tax category,Created at,Updated at,Organization,Uuid
1684,Restaurante Hacienda Real,7,2024-05-23 22:26:45 UTC,2024-05-23 22:26:45 UTC,2,chin_bb737b50-6c04-4c34-ae15-b36fb09a8dc5
1683,Floresteria Noemi Flowers,7,2024-05-23 22:26:32 UTC,2024-05-23 22:26:32 UTC,2,chin_87c5afec-37ce-4c7a-8895-abc77bbc4b79
1682,Sabores Gourmet Criollo,3,2024-05-22 20:41:45 UTC,2024-05-22 20:41:45 UTC,1,chin_82b3877a-a5f7-4ed9-b004-03bdad1d1b1d
1681,La Terrapia Cafe & Bistro,3,2024-05-22 20:41:23 UTC,2024-05-22 20:41:23 UTC,1,chin_8d8ad907-1b3f-4712-b077-e11b417971c2
1680,Ainhoa Boutique,5,2024-05-15 17:04:58 UTC,2024-05-15 17:04:58 UTC,1,chin_f1184182-77ba-4922-84f7-90c660d3b08b
1679,One Bite Desserts,3,2024-05-15 17:04:38 UTC,2024-05-28 17:36:13 UTC,1,chin_27db13ab-be9f-40c2-87b0-b2f1420a4aed
1678,La Llorona Panadería y Taquería,3,2024-05-15 17:04:23 UTC,2024-05-15 17:04:23 UTC,1,chin_a5031688-91e0-47f0-befa-e98943e5084d
1677,El Gaucho Real Café-Bistro,3,2024-05-15 17:03:56 UTC,2024-05-15 17:03:56 UTC,1,chin_e4fcd96a-f973-4f08-b5ac-4f5a1fe87c5b
1676,Kfé con Pan,3,2024-05-15 17:03:40 UTC,2024-05-15 17:03:40 UTC,1,chin_3fcc8392-37a2-420e-83a0-4a778494fc5a
1675,La Chocolatería,3,2024-05-15 17:03:23 UTC,2024-05-15 17:03:23 UTC,1,chin_26f4c1b3-d712-48a4-a5eb-88409785d6a7
1674,Shekinah,5,2024-05-15 17:03:06 UTC,2024-05-15 17:03:06 UTC,1,chin_2f999cd3-1c16-4a01-b7b4-51730b71c2ec
1673,O’Armario PR,5,2024-05-15 17:01:13 UTC,2024-05-15 17:01:13 UTC,1,chin_7616b5e7-4efb-4c9c-996b-d08d3fa9fc34
1672,Hojuelas Cafe,3,2024-05-15 17:00:38 UTC,2024-05-15 17:00:38 UTC,1,chin_da89d7b8-a4d9-4732-ad0f-2ae430813f4a
1671,Nacho Libre Cantina Mexicana,3,2024-05-15 17:00:07 UTC,2024-05-15 17:00:07 UTC,1,chin_5bd537e1-ddbd-4536-9f69-a1b321bb74f7
1670,Matcha Muchacha,3,2024-05-10 17:36:04 UTC,2024-05-10 17:36:04 UTC,1,chin_860380e7-471e-49af-b53f-26a78c817a1b
1669,Yí Restaurant,3,2024-05-10 17:30:31 UTC,2024-05-10 17:30:31 UTC,1,chin_65572673-69d0-474e-8041-f417f82a75e1
1668,Piatta Pizza,3,2024-05-10 17:26:07 UTC,2024-05-10 17:26:07 UTC,1,chin_9d8d2e7d-6523-4e77-8a1b-2f228ebc28d0
1667,La Loma del Vecino,3,2024-05-10 17:21:36 UTC,2024-05-10 17:21:36 UTC,1,chin_c5f968de-d08a-4a4d-9c91-a808866988ab
1666,Areliz Boutique,5,2024-05-10 17:12:51 UTC,2024-05-10 17:12:51 UTC,1,chin_2d6b70e2-58d9-4a17-a7f4-467a5770952e
1665,El Taller Pandémico de Algare Artz,5,2024-05-10 16:49:46 UTC,2024-05-10 16:49:46 UTC,1,chin_c1e90758-4e26-45f8-bde5-1531510cc413
1664,Glamour Esthetic,5,2024-05-10 16:17:13 UTC,2024-05-10 16:17:13 UTC,1,chin_8efc99aa-c24e-4fe0-84b8-a680b1b383a2
1663,Latte Coffee Shop,3,2024-05-10 16:09:13 UTC,2024-05-10 16:09:13 UTC,1,chin_cc63ddc5-ba9c-40bd-91c2-8d3d2ae0e9e1
1662,Pachapas,7,2024-05-10 15:05:28 UTC,2024-05-10 15:05:28 UTC,2,chin_a448cb40-b1c1-437a-90d5-4239ccd7f984
1661,Happy Time,7,2024-05-10 15:05:11 UTC,2024-05-10 15:05:11 UTC,2,chin_482e05a4-33ae-42e5-93a5-9b10f3fc5a96
1660,Doscucharas,7,2024-05-01 18:27:02 UTC,2024-05-01 18:27:02 UTC,2,chin_f6349671-d792-4a49-b682-2d6a6a1d4408
1659,American Beauty Supply,7,2024-05-01 18:26:44 UTC,2024-05-01 18:26:44 UTC,2,chin_6640de52-022a-4616-a73e-24cbd1add270
1658,Nomada Republic Hotel Panama,7,2024-05-01 18:26:26 UTC,2024-05-01 18:26:26 UTC,2,chin_0019df0c-da6e-4648-bb84-8573b283bbec
1657,Valle Aventura,7,2024-05-01 18:26:05 UTC,2024-05-01 18:26:05 UTC,2,chin_db48e9b5-6722-47ea-a57a-ffad25a05670
1656,Clínica Médico,7,2024-05-01 18:20:10 UTC,2024-05-01 18:20:10 UTC,2,chin_39c5275f-b782-48de-9e33-0782fc0ec11b
1655,Stuffed Avocado Shop,3,2024-04-30 22:59:44 UTC,2024-04-30 22:59:44 UTC,1,chin_50036c9e-7a4d-429e-aede-c04d331537cb
1654,La Médica Barra de Café,3,2024-04-30 22:59:23 UTC,2024-04-30 22:59:23 UTC,1,chin_d3d42f82-b80f-4742-9a60-5e25174c790a
1653,Julieta Trattoria Restaurante,3,2024-04-30 22:59:07 UTC,2024-04-30 22:59:07 UTC,1,chin_e585ef0c-fa15-4e83-b939-15dc83375cc6
1652,Farmacia Coralis,5,2024-04-30 20:35:28 UTC,2024-04-30 20:35:28 UTC,1,chin_87c6d3eb-e3d0-44ae-886e-23243b8a21cf
1651,Roosters Bar & Tapas,3,2024-04-30 20:35:02 UTC,2024-04-30 20:35:02 UTC,1,chin_048497bb-715c-474b-aea3-a436375a1471
1650,Escape Room Puerto Rico,5,2024-04-30 20:34:44 UTC,2024-04-30 20:34:44 UTC,1,chin_6a1de048-586e-4d13-b302-fd8c81696359
1649,Palermo RestoBar Pizzeria,3,2024-04-30 20:34:07 UTC,2024-04-30 20:34:07 UTC,1,chin_819c11c7-46b8-4c5e-afb5-39182c95b325
1648,Dizzi,3,2024-04-30 09:44:32 UTC,2024-04-30 09:44:32 UTC,1,chin_4b7a66d2-2a5b-45a5-8236-06fd813e6957
1647,House of Coffee,3,2024-04-30 09:44:13 UTC,2024-04-30 09:44:13 UTC,1,chin_29828d41-bf77-4a2b-96a2-3f77c31e7d0b
1646,La Pizarra,3,2024-04-26 21:17:13 UTC,2024-04-26 21:17:13 UTC,1,chin_75f23ba2-b777-42cc-85af-e28c24b16860
1645,Don Viejo Barra & Cocina,3,2024-04-26 21:14:43 UTC,2024-04-26 21:14:43 UTC,1,chin_8a0d1cd5-a269-469d-8151-dd1254ae31d5
1644,Café Licor and Souvenirs,3,2024-04-26 21:13:26 UTC,2024-04-30 09:34:45 UTC,1,chin_327cb416-bbd1-4a6c-8880-59137a7d5d42
1643,Pajuil Rooftop,3,2024-04-26 21:11:39 UTC,2024-04-30 09:29:29 UTC,1,chin_3256f06d-4ff1-4309-ba94-e3f485411f97
1642,The Cupcake Gallery,3,2024-04-26 21:11:15 UTC,2024-04-26 21:11:15 UTC,1,chin_d15b8b92-7821-4a44-baba-a65afc9f6565
1641,Essence by DNL,5,2024-04-26 21:10:53 UTC,2024-04-26 21:10:53 UTC,1,chin_0180c3f9-2fe8-460a-94d1-f2b0f0476b6c
1640,MUSA,3,2024-04-26 21:09:56 UTC,2024-04-26 21:09:56 UTC,1,chin_96769b7d-2fcf-485f-b5b2-1b63323d6212
1639,Picadillo Bistro,3,2024-04-26 21:05:38 UTC,2024-04-26 21:05:38 UTC,1,chin_353a8f75-98cd-41b1-8312-8b2960beeaf2
1638,El Tostón de Virgen,3,2024-04-26 21:05:17 UTC,2024-04-26 21:05:17 UTC,1,chin_e6071b85-c3a5-4391-b8fd-ab1c04964f98
1637,Revamp Nail Lounge & More,5,2024-04-26 21:04:53 UTC,2024-04-26 21:04:53 UTC,1,chin_f3eacd81-ed78-4cdc-9c45-e08564166001
1636,Encantos Restaurant & Wine Bar,3,2024-04-26 21:04:27 UTC,2024-04-26 21:04:27 UTC,1,chin_9b74a254-07e1-4636-bf0a-add6b7fa06de
1635,Oktoberfest Restaurant and Beer,3,2024-04-26 21:04:03 UTC,2024-04-26 21:04:03 UTC,1,chin_abe08b30-b571-47b6-aa60-d3b7a6da171a
1634,Mileidys Jewerly,5,2024-04-26 21:03:35 UTC,2024-04-26 21:03:35 UTC,1,chin_805ebcb0-910c-431a-80b4-bd6bdf833d07
1633,WOOF Grooming Spa & Pet Boutique,5,2024-04-26 21:02:24 UTC,2024-04-26 21:22:16 UTC,1,chin_f565c50b-b284-4018-9bba-198be7cf8c89
1632,Boritalian,3,2024-04-26 20:25:26 UTC,2024-04-26 20:25:26 UTC,1,chin_b991e967-43e4-43b4-99c6-209dc8055ac6
1631,Pandería Los Cocos,3,2024-04-26 20:25:07 UTC,2024-04-26 20:25:07 UTC,1,chin_2547799f-d0f2-4157-b40d-cd5fb995055f
1630,Restaurante Don Esteban,3,2024-04-19 00:59:15 UTC,2024-04-19 00:59:15 UTC,1,chin_a64448e2-65c3-4b23-a5b2-7044702bd5da
1629,Z Comercial Certenejas,5,2024-04-19 00:59:00 UTC,2024-04-19 00:59:00 UTC,1,chin_fc44e422-aecf-464e-a4db-ee703674a3eb
1628,Teefrans Bakery,3,2024-04-19 00:57:37 UTC,2024-04-19 00:57:37 UTC,1,chin_85968d69-3329-41cf-8728-43847f5c2b96
1627,Dlash Beauty Bar,7,2024-04-16 17:58:21 UTC,2024-04-16 17:58:21 UTC,2,chin_c4dcff8a-f37d-4fa8-a448-cb77aea86f6a
1626,Ragazzi Barbiere,7,2024-04-16 17:57:59 UTC,2024-04-16 17:57:59 UTC,2,chin_31e5cfee-55d6-4f63-9f48-86804fbb5c2b
1625,Agua Clara Clínica,7,2024-04-16 17:57:46 UTC,2024-04-16 17:57:46 UTC,2,chin_37eb138c-2f1d-4a4c-9378-eaf4346ea6d2
1624,Yaras Panama Gift Shop,7,2024-04-16 17:53:49 UTC,2024-04-16 17:53:49 UTC,2,chin_8ef541b4-cd4f-44de-93f5-5d16c2741a0f
1623,Sköl Gastrobar,3,2024-04-12 21:25:21 UTC,2024-04-12 21:25:21 UTC,2,chin_f3701871-0028-41f7-a9cd-2e2fad5b64f8
1622,Le Menina,5,2024-04-10 18:48:17 UTC,2024-04-10 18:48:17 UTC,1,chin_5dc0b8c8-1fa3-4c83-9323-2064a7397fd3
1621,Oacis Café,3,2024-04-10 18:47:44 UTC,2024-04-10 18:47:44 UTC,1,chin_8ab086bc-1854-4390-a6d7-a947c713b5a2
1620,Panadería y Repostería Las Torres,3,2024-04-10 18:46:45 UTC,2024-04-10 18:46:45 UTC,1,chin_5be50362-4194-4403-911c-a0b199093c29
1619,Flovers Flower Shop,5,2024-04-10 18:31:40 UTC,2024-04-10 18:31:40 UTC,1,chin_7170c716-6b0a-4ea6-b55a-8d198f6a1084
1618,Waffle-era Tea Room alias La Waflera,3,2024-04-10 18:30:53 UTC,2024-04-10 18:30:53 UTC,1,chin_76f2c06d-b36e-4309-a674-dc08306185a6
1617,La Casona de Coayú,3,2024-04-10 18:30:28 UTC,2024-04-10 18:30:28 UTC,1,chin_4ca73db5-459c-4e95-a4bc-3d04ae487556
1616,Yonaguni Sushi Bar,3,2024-04-10 18:30:03 UTC,2024-04-10 18:30:03 UTC,1,chin_00da03bf-cea0-4fb8-9764-2158972a6599
1615,Sköl Gastrobar,7,2024-04-04 20:50:46 UTC,2024-04-04 20:50:46 UTC,2,chin_2ee1f64f-bbb6-4c81-9396-32c3b486a3e5
1614,Beertopia,7,2024-04-04 20:50:30 UTC,2024-04-04 20:50:30 UTC,2,chin_df16b867-a20d-4b06-9467-7cf12b47d371
1613,Search Solutions PTY,7,2024-04-04 20:49:57 UTC,2024-04-04 20:49:57 UTC,2,chin_78885d50-03db-43f8-9cfc-4aeb6b7faade
1612,Optica Lopez,7,2024-04-04 20:48:46 UTC,2024-04-04 20:48:46 UTC,2,chin_5b92f4fa-152a-456b-a746-4e64bfe4fbdb
1611,Poppy's,7,2024-04-04 20:48:07 UTC,2024-04-04 20:48:07 UTC,2,chin_0b6551f4-bf17-4a83-92b9-02e7fe856a48
1610,Mochilas Jansport,7,2024-04-04 20:47:31 UTC,2024-04-04 20:47:31 UTC,2,chin_29044627-0dac-42ea-9669-01a7b501cae6
1609,Amor Burger,7,2024-04-04 20:47:14 UTC,2024-04-04 20:47:14 UTC,2,chin_edbef1fd-2540-4f28-97d4-7ac6af73ebb5
1608,Marilyn Med Aesthetic,5,2024-04-04 14:48:13 UTC,2024-04-04 19:52:58 UTC,1,chin_3d010209-7edc-4f7f-979c-ad7839ce9c7a
1607,Camila's Cafe,5,2024-04-04 14:47:11 UTC,2024-04-04 14:47:11 UTC,1,chin_7b01f369-10b8-4670-8851-ee5b79adfaed
1606,Olé Olé Boutique,5,2024-04-03 15:47:38 UTC,2024-04-03 15:47:38 UTC,1,chin_f55aef21-aed9-4683-93f1-1aefe2092058
1605,Y' Sweet Dessert & Coffee Bar,3,2024-04-03 15:47:21 UTC,2024-04-03 15:47:21 UTC,1,chin_57b6feec-4ca7-451e-9998-52818a7b293a
1604,Serena Café & Cocina,3,2024-04-03 15:47:04 UTC,2024-04-03 15:47:04 UTC,1,chin_518470f5-9cda-4a62-a35e-867ca2cfdf8f
1603,Tintwerks+,5,2024-04-03 15:46:45 UTC,2024-04-03 15:46:45 UTC,1,chin_75e3b834-c65f-4ff2-bee5-c7ab729cd495
1602,Aroma Espresso,3,2024-04-02 12:23:07 UTC,2024-04-02 12:23:07 UTC,1,chin_bd71f6d7-cdaf-4ac7-a7e4-31dcb081274f
1601,Econative Coffee and Soap Bar,3,2024-04-02 12:22:38 UTC,2024-04-02 12:22:38 UTC,1,chin_3da3be29-5ee8-4d3a-8f2b-7e7d0c0b01a6
1600,Trankilandia,3,2024-04-02 12:22:21 UTC,2024-04-02 12:22:21 UTC,1,chin_bd667082-2366-49de-ac11-e43a21e1516f
1599,Rosa Vega Nail Salón & Boutique,5,2024-04-02 12:21:48 UTC,2024-04-02 12:21:48 UTC,1,chin_4803af12-cf61-4f35-8ee8-ffb9ec631d59
1598,Choices Restaurant,3,2024-04-02 12:21:27 UTC,2024-04-02 12:21:27 UTC,1,chin_6ee6643c-12a5-43dd-9f32-2a5d8d59c873
1597,Mundo Mattress,5,2024-03-27 18:19:19 UTC,2024-03-27 18:19:19 UTC,1,chin_77cfe233-5ae1-489a-99c9-31edd74b9dce
1596,Elote by Chef Carlos Burgos,3,2024-03-27 18:18:58 UTC,2024-03-27 18:18:58 UTC,1,chin_0e03d051-3b28-48c0-bd88-ec42b207c16d
1595,La Esquina Sandwich Shop,3,2024-03-27 18:18:41 UTC,2024-03-27 18:18:41 UTC,1,chin_8f7560b3-8d44-461f-931a-6b9090058c29
1594,Don Carlos Tacos Place Carr 172,3,2024-03-27 18:18:23 UTC,2024-03-27 18:18:23 UTC,1,chin_238c5eca-cd54-470a-bcf0-9f42fb272b64
1593,Pícaro Restaurant,3,2024-03-27 18:18:07 UTC,2024-03-27 18:18:07 UTC,1,chin_155cc468-ac62-42ea-8a47-31905e60c67e
1592,Café Son,3,2024-03-27 18:17:51 UTC,2024-03-27 18:17:51 UTC,1,chin_0858de1c-043e-400b-9664-dc7c5fde9648
1591,Coffee Café,3,2024-03-27 18:17:35 UTC,2024-03-27 18:17:35 UTC,1,chin_483dc888-7584-4d8c-a287-3a0d73b0cad5
1590,Revive Studio by Marilyn Casares,5,2024-03-27 18:17:17 UTC,2024-03-27 18:17:17 UTC,1,chin_027a0d75-82db-444c-b6eb-0ef1aece6c6f
1589,Mofon.2.Go,3,2024-03-27 18:17:00 UTC,2024-03-27 18:17:00 UTC,1,chin_6bcee805-07a8-4c18-ac50-27e6b1eab4b0
1588,Cocina Perfecta,3,2024-03-19 17:54:31 UTC,2024-03-19 17:54:31 UTC,1,chin_45c0ba28-1704-4c73-8543-d934f1f6cbff
1587,¡Ay Qué Rico! Fonda Gourmet,3,2024-03-19 17:53:49 UTC,2024-03-19 17:53:49 UTC,1,chin_41b71323-7dac-4225-908d-7a69b1f88cb6
1586,Esmaltéalo Nail Lab,5,2024-03-19 17:53:20 UTC,2024-03-19 17:53:20 UTC,1,chin_a2ee29e7-dba5-43d4-a3a5-fbe4d1292482
1585,Tony's Pizza Restaurant,3,2024-03-18 19:55:44 UTC,2024-03-18 19:55:44 UTC,1,chin_ae029307-ca44-4630-a57d-9500688e1ef0
1584,Tablado de la 2,3,2024-03-18 19:54:50 UTC,2024-03-18 19:54:50 UTC,1,chin_9024e971-1177-42f0-97d5-555234e974ce
1583,Mia Boutique,5,2024-03-18 19:54:28 UTC,2024-03-18 19:54:28 UTC,1,chin_03f18a7e-588c-4fc2-be9c-2eb82ae7e7f9
1582,Jemyks Boutique Urbana,5,2024-03-18 19:54:02 UTC,2024-03-18 19:54:02 UTC,1,chin_4eec4ab5-ae3d-4be1-b316-55ae8b9254cf
1581,Rossana Tabares Medical Spa,7,2024-03-14 23:47:58 UTC,2024-03-14 23:47:58 UTC,2,chin_d4d09874-bf0d-449c-85c1-6cd5e16e8b24
1580,BBQ Fellas,7,2024-03-14 23:47:13 UTC,2024-03-14 23:47:13 UTC,2,chin_b512df45-4491-43ee-9a3e-f1f5239aad8e
1579,Panama Minigolf,7,2024-03-14 23:46:50 UTC,2024-03-14 23:46:50 UTC,2,chin_21d62adb-c05a-49d1-a429-016f97667264
1578,Botánica Pizza,7,2024-03-14 23:46:25 UTC,2024-03-14 23:46:25 UTC,2,chin_d5f407f2-e187-4b0c-bd56-34a7457a1cbf
1577,Tacos La Neta,7,2024-03-14 23:45:51 UTC,2024-03-14 23:45:51 UTC,2,chin_704dd5ab-66b6-42e2-a9a9-9db5773da222
1576,Optirex,7,2024-03-14 23:45:24 UTC,2024-03-14 23:45:24 UTC,2,chin_08b21101-0c07-44c1-aa27-163d20d1fb00
1575,Thunderdome,7,2024-03-14 23:44:38 UTC,2024-03-14 23:44:38 UTC,2,chin_51d3a865-2006-4d0e-8794-c766fee5dc90
1574,Dentistas.com.pa Panama,7,2024-03-14 23:43:47 UTC,2024-03-14 23:43:47 UTC,2,chin_9158809c-f191-4992-9028-5236f7b8ce22
1573,Clínica Médica CamiPrisi,7,2024-03-14 23:43:17 UTC,2024-03-14 23:43:17 UTC,2,chin_6b615fc4-3d3f-4bff-97e5-79e0c04e3991
1572,Soca Afro Bar,7,2024-03-14 23:42:46 UTC,2024-03-14 23:42:46 UTC,2,chin_4fb9b756-7a9b-44a9-b1f2-4dc200f1697d
1571,Super Gourmet Coffee Shop,7,2024-03-14 23:42:23 UTC,2024-03-14 23:42:23 UTC,2,chin_8552f3d6-042d-49bb-85bd-9247aa6fdebd
1570,Ostinato Pub,7,2024-03-14 23:41:46 UTC,2024-03-14 23:41:46 UTC,2,chin_21838569-a67a-42ff-a1cb-f43b5197105b
1569,RumBay Rest and Bar,3,2024-03-14 22:00:00 UTC,2024-03-14 22:00:00 UTC,1,chin_fef3e2e1-e335-4c9f-a2a4-e5c53fca75f6
1568,Thousand Lillies,5,2024-03-14 21:59:43 UTC,2024-03-14 21:59:43 UTC,1,chin_8f2e5b7b-3ded-4a79-a136-3f9d56dd0950
1567,N’lataza Coffee Bar and Bistro,3,2024-03-14 21:59:04 UTC,2024-03-14 21:59:04 UTC,1,chin_4ae588e7-c5e2-4305-b71b-cc24c52698e8
1566,The Fifth And Co.,5,2024-03-14 21:58:42 UTC,2024-03-14 21:58:42 UTC,1,chin_72fc5b44-339a-49d5-bac8-bc692f86bf19
1565,Lechonera Don Omar,3,2024-03-14 21:57:33 UTC,2024-03-14 21:57:33 UTC,1,chin_872a3eec-41e8-4f34-b529-48d919b08566
1564,Fusion Mobile,5,2024-03-14 21:57:09 UTC,2024-03-14 21:57:09 UTC,1,chin_e59f8305-ec13-49b8-8a0c-e04d584ca87c
1563,Aromas y Fragancias,5,2024-03-14 21:56:14 UTC,2024-03-14 21:56:14 UTC,1,chin_283128a4-718b-4c30-a614-d31c2621b931
1562,El Vagón Bar & Tapas,3,2024-03-14 15:11:51 UTC,2024-03-14 15:11:51 UTC,1,chin_e18df2f8-52e6-46b6-a348-8c4cf2319b03
1561,Centro Regenerativo Renew F Y S,5,2024-03-14 15:11:24 UTC,2024-03-14 15:11:24 UTC,1,chin_9244c3d1-6178-4ec4-9c7b-f09536fdc582
1560,Blvck Coffee Bar,3,2024-03-13 16:13:47 UTC,2024-03-13 16:13:47 UTC,1,chin_324102fb-0c23-4cdc-a43d-e8fbb4c37cdc
1559,Aguadilla Bowling Center,5,2024-03-13 16:13:24 UTC,2024-03-13 16:13:24 UTC,1,chin_41cea063-92ad-4763-ae0e-7fd0324dca1a
1558,Explotion Pizza,3,2024-03-13 16:13:08 UTC,2024-03-13 16:13:08 UTC,1,chin_b7975d20-7f39-4e3e-b40f-f0fe90456c7b
1557,Greka Coffee Bistro,3,2024-03-13 16:12:27 UTC,2024-03-13 16:12:27 UTC,1,chin_6b225682-290c-469c-9cd6-f3c7c7a65ccc
1556,Aziza by Shey,5,2024-03-13 16:12:04 UTC,2024-03-13 16:12:04 UTC,1,chin_8d19d3d5-3dee-41a8-97a6-710424d3fef5
1555,La Vergüenza Puertorrican Chinchorro,3,2024-03-11 16:37:38 UTC,2024-03-11 16:37:38 UTC,1,chin_a95e3987-20a2-4386-be15-761c2017cc01
1554,The Black Anchor,5,2024-03-11 16:36:54 UTC,2024-03-11 16:36:54 UTC,1,chin_df588f57-e039-41fd-b9c1-d26f6274800f
1553,La Clara Restaurante,3,2024-03-07 20:12:15 UTC,2024-03-07 20:12:15 UTC,1,chin_609c2f75-d174-45ac-84d1-5adaff165652
1552,Skin Beauty Clinique,5,2024-03-07 20:11:19 UTC,2024-03-07 20:11:19 UTC,1,chin_c536d99d-cd95-4a66-b64b-11ef31dad6c5
1551,B. C. Bagels Coffee Shop,3,2024-03-07 10:08:26 UTC,2024-03-07 10:08:26 UTC,1,chin_9cc204fc-63b4-4757-9e24-7b225dc6044f
1550,Mi Campo Pizza’z,3,2024-03-07 10:08:09 UTC,2024-03-07 10:08:09 UTC,1,chin_48fa5735-06e4-47b2-b1c8-6a32d29b9916
1549,Piatto Brunch and Drunch,3,2024-03-07 10:07:53 UTC,2024-03-07 10:07:53 UTC,1,chin_6f0fb7da-9cb6-4bbf-a0b4-6aa0de54df2c
1548,The Sunset Club,3,2024-03-07 10:07:37 UTC,2024-03-07 10:07:37 UTC,1,chin_4bb32eaa-5063-4e45-92bc-bf41e46bba36
1547,Mrs. Potts,3,2024-03-07 10:07:05 UTC,2024-03-07 10:07:05 UTC,1,chin_b71e8ca3-b4cb-4893-aeb9-7e53bd953bb1
1546,PZ Outlet,5,2024-02-29 14:33:05 UTC,2024-02-29 14:33:05 UTC,1,chin_f3ce2b98-d6d7-44de-b39e-fcdddbd4257a
1545,Pepperone PR,3,2024-02-29 14:31:16 UTC,2024-02-29 14:32:46 UTC,1,chin_1bc9cac4-3ae2-4e8d-af78-9c571dd89948
1544,El Ñakiti,3,2024-02-29 14:30:42 UTC,2024-02-29 14:30:42 UTC,1,chin_86ac1e72-20ba-424c-8a35-6bf8ccaf3a9d
1543,Max's Department Store,5,2024-02-29 14:29:35 UTC,2024-02-29 14:29:35 UTC,1,chin_7d65419c-c37e-4f51-8c8c-40027eaea7a1
1542,Farmacia Savia,5,2024-02-29 14:29:15 UTC,2024-02-29 14:29:15 UTC,1,chin_44999651-fbcd-423f-abd7-1ee2a220ec35
1541,The Gold Ice Cream,3,2024-02-29 14:28:39 UTC,2024-02-29 14:28:39 UTC,1,chin_05553d37-66ea-4ee6-9f84-e38f61e3c542
1540,Wood Doughnuts,3,2024-02-29 14:23:00 UTC,2024-02-29 14:23:00 UTC,1,chin_ba6ee7f9-6ba1-4052-ab80-2429a0501138
1539,Naked Artisan Home & Body,5,2024-02-28 22:29:49 UTC,2024-02-28 22:29:49 UTC,1,chin_0088b8b6-149b-4071-aa3d-1073490797f0
1538,KeDulce Cake Express and Coffee Shop,3,2024-02-28 18:18:50 UTC,2024-02-28 18:18:50 UTC,1,chin_fe2e87e6-6e87-4cff-9533-3e87acf96fa3
1537,Fishi,5,2024-02-28 02:28:00 UTC,2024-02-28 02:28:00 UTC,1,chin_31446d98-265d-46f5-a6df-0a97b030a8db
1536,La Chingona Taquería,3,2024-02-28 02:27:02 UTC,2024-02-28 02:27:02 UTC,1,chin_9786ad09-4eb7-4938-b391-b5d1312e5998
1535,Trópiko,3,2024-02-28 02:26:31 UTC,2024-02-28 02:26:31 UTC,1,chin_9d8ff094-e04b-452f-b0a4-f0ba292ad96f
1534,Dulce Aromas Café,3,2024-02-28 02:25:47 UTC,2024-02-28 02:25:47 UTC,1,chin_44f76ee7-0946-48ba-963b-daf883b72c1a
1533,ICC Autoescuela,7,2024-02-23 19:35:57 UTC,2024-02-23 19:35:57 UTC,2,chin_539d6450-baa1-4646-9724-32865d6b62a0
1532,Glow & Glam Salon y Spa,7,2024-02-23 19:35:36 UTC,2024-02-23 19:35:36 UTC,2,chin_ab42bb0d-42b7-4e55-892d-da8f868ef1aa
1531,Fisiomed Therapy Center,7,2024-02-23 19:35:21 UTC,2024-02-23 19:35:21 UTC,2,chin_a5824026-4b31-4217-a89d-3fdcc469f119
1530,Capsula Corp,7,2024-02-23 19:35:09 UTC,2024-02-23 19:35:09 UTC,2,chin_4c8e3320-2aa1-4ae2-aec5-82380682c840
1529,Top Technology,7,2024-02-23 19:34:34 UTC,2024-02-23 19:34:34 UTC,2,chin_3017292b-1a7d-4029-8b8b-d0d8b66a8b02
1528,Divas Club Salon,7,2024-02-23 19:34:17 UTC,2024-02-23 19:34:17 UTC,2,chin_4ba04b2c-c8fd-417a-bcea-5c8024a373c2
1527,Angel's Spa,7,2024-02-23 19:34:00 UTC,2024-02-23 19:34:00 UTC,2,chin_003d62c2-e7f8-4de2-8b1d-ac1927791af8
1526,Di Kaffée Lounge,3,2024-02-23 13:57:12 UTC,2024-02-23 13:57:12 UTC,1,chin_594f6ddc-e323-491b-96a7-deab4dea7ee1
1525,Café Tinto,3,2024-02-23 13:56:40 UTC,2024-02-23 13:56:40 UTC,1,chin_da7a87bb-8878-49b3-9164-af7d93f408c8
1524,City Office Supplies,5,2024-02-21 19:50:26 UTC,2024-02-21 19:50:26 UTC,1,chin_23844f3f-4ca6-4429-a61f-dfdd72ea956e
1523,El Paseo Sport TV,3,2024-02-21 19:49:54 UTC,2024-02-21 19:49:54 UTC,1,chin_80765990-5e70-466a-884b-ad3739dcd100
1522,Coopharma AllMed,5,2024-02-21 19:48:58 UTC,2024-02-21 19:48:58 UTC,1,chin_5ae85e47-b8df-4e91-81de-a8c8b13363bc
1521,Mejor Aquí,3,2024-02-21 16:04:25 UTC,2024-02-21 16:04:25 UTC,1,chin_9c4b641c-7208-44a4-911d-8bad159170ff
1520,Pizzaroni,3,2024-02-21 16:03:53 UTC,2024-02-21 16:03:53 UTC,1,chin_2562ac2d-f3c9-4f25-bbb3-0c2a83650ddf
1519,El Q-lito de Pan,3,2024-02-21 16:03:35 UTC,2024-02-21 16:03:35 UTC,1,chin_3c381d7f-f813-428c-80bb-958476ee0d30
1518,Vasijas Brunch,3,2024-02-21 16:03:18 UTC,2024-02-21 16:03:18 UTC,1,chin_b5685387-27c2-4922-b5e6-209c3218b2b5
1517,AME Spa Skincare & Wellness,5,2024-02-21 16:03:02 UTC,2024-02-21 16:03:02 UTC,1,chin_01272639-ec36-470b-810a-5643c9e9d6e6
1516,Paseo Pizza,3,2024-02-21 16:02:36 UTC,2024-02-21 16:02:36 UTC,1,chin_110e8ad3-3b64-4edb-8261-427066a0b631
